sample,key,idcountry,occupation_id,control,value
eu_l3,isco_level_3,NA,031,wfh_teleworkable,0
eu_l3,isco_level_3,NA,111,wfh_teleworkable,0.6
eu_l3,isco_level_3,NA,112,wfh_teleworkable,1
eu_l3,isco_level_3,NA,121,wfh_teleworkable,0.8347826086956521
eu_l3,isco_level_3,NA,122,wfh_teleworkable,0.8421052631578947
eu_l3,isco_level_3,NA,131,wfh_teleworkable,0
eu_l3,isco_level_3,NA,132,wfh_teleworkable,0.3888888888888889
eu_l3,isco_level_3,NA,133,wfh_teleworkable,1
eu_l3,isco_level_3,NA,134,wfh_teleworkable,0.7741935483870968
eu_l3,isco_level_3,NA,141,wfh_teleworkable,0
eu_l3,isco_level_3,NA,142,wfh_teleworkable,0.1744186046511628
eu_l3,isco_level_3,NA,143,wfh_teleworkable,0.3333333333333333
eu_l3,isco_level_3,NA,211,wfh_teleworkable,0.6666666666666666
eu_l3,isco_level_3,NA,212,wfh_teleworkable,1
eu_l3,isco_level_3,NA,213,wfh_teleworkable,0.5198198198198198
eu_l3,isco_level_3,NA,214,wfh_teleworkable,0.39372549019607844
eu_l3,isco_level_3,NA,215,wfh_teleworkable,0.8977272727272727
eu_l3,isco_level_3,NA,216,wfh_teleworkable,0.8071428571428572
eu_l3,isco_level_3,NA,221,wfh_teleworkable,0
eu_l3,isco_level_3,NA,222,wfh_teleworkable,0
eu_l3,isco_level_3,NA,223,wfh_teleworkable,0
eu_l3,isco_level_3,NA,225,wfh_teleworkable,0.13636363636363635
eu_l3,isco_level_3,NA,226,wfh_teleworkable,0.12142857142857143
eu_l3,isco_level_3,NA,231,wfh_teleworkable,0.9236842105263158
eu_l3,isco_level_3,NA,232,wfh_teleworkable,0.9583333333333334
eu_l3,isco_level_3,NA,233,wfh_teleworkable,0.9411764705882353
eu_l3,isco_level_3,NA,234,wfh_teleworkable,1
eu_l3,isco_level_3,NA,235,wfh_teleworkable,0.9090909090909091
eu_l3,isco_level_3,NA,241,wfh_teleworkable,0.9318181818181818
eu_l3,isco_level_3,NA,242,wfh_teleworkable,0.8225806451612904
eu_l3,isco_level_3,NA,243,wfh_teleworkable,0.9354838709677419
eu_l3,isco_level_3,NA,251,wfh_teleworkable,0.9696969696969697
eu_l3,isco_level_3,NA,252,wfh_teleworkable,1
eu_l3,isco_level_3,NA,261,wfh_teleworkable,0.75
eu_l3,isco_level_3,NA,262,wfh_teleworkable,0.7166666666666667
eu_l3,isco_level_3,NA,263,wfh_teleworkable,0.6207482993197279
eu_l3,isco_level_3,NA,264,wfh_teleworkable,0.6363636363636364
eu_l3,isco_level_3,NA,265,wfh_teleworkable,0.3508771929824561
eu_l3,isco_level_3,NA,311,wfh_teleworkable,0.30268199233716475
eu_l3,isco_level_3,NA,312,wfh_teleworkable,0
eu_l3,isco_level_3,NA,313,wfh_teleworkable,0
eu_l3,isco_level_3,NA,314,wfh_teleworkable,0.05555555555555555
eu_l3,isco_level_3,NA,315,wfh_teleworkable,0.24166666666666667
eu_l3,isco_level_3,NA,321,wfh_teleworkable,0
eu_l3,isco_level_3,NA,322,wfh_teleworkable,0
eu_l3,isco_level_3,NA,324,wfh_teleworkable,0
eu_l3,isco_level_3,NA,325,wfh_teleworkable,0.11805555555555555
eu_l3,isco_level_3,NA,331,wfh_teleworkable,0.7543859649122807
eu_l3,isco_level_3,NA,332,wfh_teleworkable,0.9803921568627451
eu_l3,isco_level_3,NA,333,wfh_teleworkable,0.625
eu_l3,isco_level_3,NA,334,wfh_teleworkable,0.8583333333333333
eu_l3,isco_level_3,NA,335,wfh_teleworkable,0.2261904761904762
eu_l3,isco_level_3,NA,341,wfh_teleworkable,0.4722222222222222
eu_l3,isco_level_3,NA,342,wfh_teleworkable,0.5396825396825397
eu_l3,isco_level_3,NA,343,wfh_teleworkable,0.5061728395061729
eu_l3,isco_level_3,NA,351,wfh_teleworkable,0.9166666666666666
eu_l3,isco_level_3,NA,352,wfh_teleworkable,0.6730769230769231
eu_l3,isco_level_3,NA,411,wfh_teleworkable,1
eu_l3,isco_level_3,NA,412,wfh_teleworkable,1
eu_l3,isco_level_3,NA,413,wfh_teleworkable,1
eu_l3,isco_level_3,NA,421,wfh_teleworkable,0.4097222222222222
eu_l3,isco_level_3,NA,422,wfh_teleworkable,0.3134920634920635
eu_l3,isco_level_3,NA,431,wfh_teleworkable,0.85
eu_l3,isco_level_3,NA,432,wfh_teleworkable,0.5
eu_l3,isco_level_3,NA,441,wfh_teleworkable,0.7261904761904762
eu_l3,isco_level_3,NA,511,wfh_teleworkable,0.045454545454545456
eu_l3,isco_level_3,NA,512,wfh_teleworkable,0.07333333333333333
eu_l3,isco_level_3,NA,513,wfh_teleworkable,0
eu_l3,isco_level_3,NA,514,wfh_teleworkable,0.14285714285714285
eu_l3,isco_level_3,NA,515,wfh_teleworkable,0
eu_l3,isco_level_3,NA,516,wfh_teleworkable,0
eu_l3,isco_level_3,NA,521,wfh_teleworkable,0
eu_l3,isco_level_3,NA,522,wfh_teleworkable,0.0625
eu_l3,isco_level_3,NA,523,wfh_teleworkable,0.16666666666666666
eu_l3,isco_level_3,NA,524,wfh_teleworkable,0.18333333333333332
eu_l3,isco_level_3,NA,531,wfh_teleworkable,1
eu_l3,isco_level_3,NA,532,wfh_teleworkable,0
eu_l3,isco_level_3,NA,541,wfh_teleworkable,0.125
eu_l3,isco_level_3,NA,611,wfh_teleworkable,0.11904761904761904
eu_l3,isco_level_3,NA,612,wfh_teleworkable,0
eu_l3,isco_level_3,NA,621,wfh_teleworkable,0
eu_l3,isco_level_3,NA,622,wfh_teleworkable,0
eu_l3,isco_level_3,NA,711,wfh_teleworkable,0
eu_l3,isco_level_3,NA,712,wfh_teleworkable,0
eu_l3,isco_level_3,NA,713,wfh_teleworkable,0
eu_l3,isco_level_3,NA,721,wfh_teleworkable,0
eu_l3,isco_level_3,NA,722,wfh_teleworkable,0
eu_l3,isco_level_3,NA,723,wfh_teleworkable,0.017241379310344827
eu_l3,isco_level_3,NA,731,wfh_teleworkable,0.25925925925925924
eu_l3,isco_level_3,NA,732,wfh_teleworkable,0.35964912280701755
eu_l3,isco_level_3,NA,741,wfh_teleworkable,0
eu_l3,isco_level_3,NA,742,wfh_teleworkable,0.05208333333333333
eu_l3,isco_level_3,NA,751,wfh_teleworkable,0
eu_l3,isco_level_3,NA,752,wfh_teleworkable,0.038461538461538464
eu_l3,isco_level_3,NA,753,wfh_teleworkable,0.2413793103448276
eu_l3,isco_level_3,NA,754,wfh_teleworkable,0.04
eu_l3,isco_level_3,NA,811,wfh_teleworkable,0
eu_l3,isco_level_3,NA,812,wfh_teleworkable,0
eu_l3,isco_level_3,NA,813,wfh_teleworkable,0.02
eu_l3,isco_level_3,NA,814,wfh_teleworkable,0
